,timestamp_iso_x,opc_pm25_x,pm25_env_x,opc_pm10_x,pm10_env_x,id,timestamp_iso_y,opc_pm25_y,pm25_env_y,opc_pm10_y,pm10_env_y
486,2025-10-07 21:33:24+00:00,1.186,1.0,1.225,1.0,487,2025-10-07 21:33:26+00:00,0.979,4.0,1.013,4.0
487,2025-10-07 21:33:29+00:00,1.531,1.0,1.827,1.0,488,2025-10-07 21:33:31+00:00,1.413,4.0,1.648,4.0
488,2025-10-07 21:33:34+00:00,2.643,1.0,6.465,1.0,489,2025-10-07 21:33:36+00:00,0.529,6.0,0.533,6.0
489,2025-10-07 21:33:39+00:00,0.65,1.0,0.651,1.0,490,2025-10-07 21:33:41+00:00,1.412,4.0,1.65,5.0
490,2025-10-07 21:33:44+00:00,1.209,1.0,1.464,1.0,491,2025-10-07 21:33:46+00:00,0.779,4.0,0.81,5.0
491,2025-10-07 21:33:49+00:00,1.433,1.0,10.274,1.0,492,2025-10-07 21:33:51+00:00,1.274,6.0,1.482,6.0
492,2025-10-07 21:33:54+00:00,1.272,1.0,1.353,2.0,493,2025-10-07 21:33:56+00:00,3.649,6.0,5.683,7.0
493,2025-10-07 21:33:59+00:00,2.229,1.0,3.384,2.0,494,2025-10-07 21:34:01+00:00,1.769,5.0,38.883,5.0
494,2025-10-07 21:34:04+00:00,0.892,1.0,0.93,2.0,495,2025-10-07 21:34:06+00:00,1.86,5.0,15.67,5.0
495,2025-10-07 21:34:09+00:00,1.053,2.0,1.295,2.0,496,2025-10-07 21:34:11+00:00,1.858,5.0,4.693,5.0
496,2025-10-07 21:34:14+00:00,0.638,2.0,0.642,2.0,497,2025-10-07 21:34:16+00:00,1.354,5.0,1.418,5.0
497,2025-10-07 21:34:19+00:00,2.302,1.0,41.037,2.0,498,2025-10-07 21:34:21+00:00,1.635,5.0,2.511,5.0
498,2025-10-07 21:34:24+00:00,1.149,1.0,1.225,2.0,499,2025-10-07 21:34:26+00:00,1.586,4.0,1.836,4.0
499,2025-10-07 21:34:29+00:00,1.971,1.0,2.468,2.0,500,2025-10-07 21:34:31+00:00,1.524,4.0,2.354,4.0
500,2025-10-07 21:34:34+00:00,1.449,2.0,1.523,2.0,501,2025-10-07 21:34:36+00:00,1.921,4.0,2.333,5.0
501,2025-10-07 21:34:39+00:00,0.675,1.0,0.68,1.0,502,2025-10-07 21:34:41+00:00,0.68,5.0,0.684,6.0
502,2025-10-07 21:34:44+00:00,1.026,1.0,43.598,1.0,503,2025-10-07 21:34:46+00:00,1.368,5.0,2.208,6.0
503,2025-10-07 21:34:49+00:00,0.562,1.0,0.562,1.0,504,2025-10-07 21:34:51+00:00,1.865,5.0,8.881,6.0
504,2025-10-07 21:34:54+00:00,2.452,1.0,3.734,1.0,505,2025-10-07 21:34:56+00:00,1.004,5.0,1.04,6.0
505,2025-10-07 21:34:59+00:00,3.127,1.0,3.918,1.0,506,2025-10-07 21:35:01+00:00,1.14,4.0,1.2,5.0
506,2025-10-07 21:35:04+00:00,1.967,1.0,3.191,2.0,507,2025-10-07 21:35:06+00:00,1.492,4.0,1.581,4.0
507,2025-10-07 21:35:09+00:00,0.839,1.0,0.874,1.0,508,2025-10-07 21:35:11+00:00,1.91,4.0,2.32,4.0
508,2025-10-07 21:35:14+00:00,1.31,0.0,2.288,1.0,509,2025-10-07 21:35:16+00:00,1.566,4.0,14.626,4.0
509,2025-10-07 21:35:19+00:00,1.4,0.0,1.628,0.0,510,2025-10-07 21:35:21+00:00,3.141,4.0,4.544,4.0
510,2025-10-07 21:35:24+00:00,1.042,0.0,1.081,0.0,511,2025-10-07 21:35:26+00:00,2.337,4.0,3.392,4.0
511,2025-10-07 21:35:29+00:00,0.879,0.0,0.888,0.0,512,2025-10-07 21:35:31+00:00,1.066,4.0,1.258,4.0
512,2025-10-07 21:35:34+00:00,0.738,0.0,0.772,1.0,513,2025-10-07 21:35:36+00:00,0.844,5.0,0.872,5.0
513,2025-10-07 21:35:39+00:00,2.616,0.0,28.475,1.0,514,2025-10-07 21:35:41+00:00,1.577,5.0,2.402,5.0
514,2025-10-07 21:35:44+00:00,0.331,0.0,0.331,1.0,515,2025-10-07 21:35:46+00:00,1.051,5.0,1.086,5.0
515,2025-10-07 21:35:49+00:00,0.454,0.0,0.454,1.0,516,2025-10-07 21:35:51+00:00,1.414,5.0,1.773,5.0
516,2025-10-07 21:35:54+00:00,0.377,0.0,0.377,1.0,517,2025-10-07 21:35:56+00:00,0.663,5.0,0.691,5.0
517,2025-10-07 21:35:59+00:00,1.407,0.0,1.654,1.0,518,2025-10-07 21:36:01+00:00,0.423,5.0,0.423,5.0
518,2025-10-07 21:36:04+00:00,1.56,0.0,1.814,1.0,519,2025-10-07 21:36:06+00:00,2.192,4.0,31.392,4.0
519,2025-10-07 21:36:09+00:00,0.989,0.0,1.203,1.0,520,2025-10-07 21:36:11+00:00,1.727,5.0,2.717,5.0
520,2025-10-07 21:36:14+00:00,1.467,0.0,1.892,1.0,521,2025-10-07 21:36:16+00:00,2.343,3.0,11.645,3.0
521,2025-10-07 21:36:19+00:00,1.288,0.0,1.357,1.0,522,2025-10-07 21:36:21+00:00,1.113,4.0,13.893,4.0
522,2025-10-07 21:36:24+00:00,1.199,0.0,2.123,1.0,523,2025-10-07 21:36:26+00:00,2.234,5.0,3.417,5.0
523,2025-10-07 21:36:29+00:00,0.595,0.0,0.596,1.0,524,2025-10-07 21:36:31+00:00,0.524,4.0,0.524,4.0
524,2025-10-07 21:36:34+00:00,0.646,0.0,0.65,1.0,525,2025-10-07 21:36:36+00:00,2.011,5.0,3.044,5.0
525,2025-10-07 21:36:39+00:00,0.866,0.0,0.903,1.0,526,2025-10-07 21:36:41+00:00,1.511,5.0,2.341,5.0
526,2025-10-07 21:36:44+00:00,0.731,0.0,0.764,1.0,527,2025-10-07 21:36:46+00:00,0.644,4.0,0.651,4.0
527,2025-10-07 21:36:49+00:00,1.957,0.0,2.423,2.0,528,2025-10-07 21:36:51+00:00,1.349,5.0,14.23,5.0
528,2025-10-07 21:36:54+00:00,0.9,1.0,0.935,3.0,529,2025-10-07 21:36:56+00:00,0.719,4.0,0.747,4.0
529,2025-10-07 21:36:59+00:00,0.916,1.0,0.95,2.0,530,2025-10-07 21:37:01+00:00,1.205,3.0,1.419,3.0
530,2025-10-07 21:37:04+00:00,1.585,1.0,2.616,1.0,531,2025-10-07 21:37:06+00:00,1.545,4.0,8.132,4.0
531,2025-10-07 21:37:09+00:00,0.904,1.0,0.913,1.0,532,2025-10-07 21:37:11+00:00,3.093,4.0,4.965,4.0
532,2025-10-07 21:37:14+00:00,0.782,1.0,0.817,1.0,533,2025-10-07 21:37:16+00:00,1.646,6.0,1.893,6.0
533,2025-10-07 21:37:19+00:00,0.781,2.0,0.782,2.0,534,2025-10-07 21:37:21+00:00,1.925,6.0,2.937,7.0
534,2025-10-07 21:37:24+00:00,0.43,2.0,0.43,2.0,535,2025-10-07 21:37:26+00:00,1.53,6.0,1.777,6.0
535,2025-10-07 21:37:29+00:00,0.718,2.0,0.753,2.0,536,2025-10-07 21:37:31+00:00,2.192,4.0,9.411,5.0
536,2025-10-07 21:37:34+00:00,1.233,2.0,1.457,2.0,537,2025-10-07 21:37:36+00:00,1.662,5.0,8.71,5.0
537,2025-10-07 21:37:39+00:00,1.747,3.0,2.187,3.0,538,2025-10-07 21:37:41+00:00,1.042,4.0,1.056,5.0
538,2025-10-07 21:37:44+00:00,1.108,2.0,1.175,2.0,539,2025-10-07 21:37:46+00:00,1.745,5.0,15.259,6.0
539,2025-10-07 21:37:49+00:00,2.374,1.0,4.292,1.0,540,2025-10-07 21:37:51+00:00,1.849,4.0,2.28,5.0
540,2025-10-07 21:37:54+00:00,1.63,1.0,2.592,1.0,541,2025-10-07 21:37:56+00:00,2.338,4.0,5.233,5.0
541,2025-10-07 21:37:59+00:00,1.158,1.0,1.222,1.0,542,2025-10-07 21:38:01+00:00,2.03,4.0,2.618,5.0
542,2025-10-07 21:38:04+00:00,1.458,2.0,2.387,2.0,543,2025-10-07 21:38:06+00:00,1.511,4.0,1.6,4.0
543,2025-10-07 21:38:09+00:00,0.811,1.0,0.843,2.0,544,2025-10-07 21:38:11+00:00,1.127,5.0,1.338,5.0
544,2025-10-07 21:38:14+00:00,1.394,2.0,1.634,2.0,545,2025-10-07 21:38:16+00:00,0.878,5.0,0.914,5.0
545,2025-10-07 21:38:19+00:00,1.891,2.0,2.376,3.0,546,2025-10-07 21:38:21+00:00,1.299,5.0,1.514,5.0
546,2025-10-07 21:38:24+00:00,0.462,2.0,0.463,3.0,547,2025-10-07 21:38:26+00:00,1.5,4.0,1.715,4.0
547,2025-10-07 21:38:29+00:00,1.492,2.0,25.014,3.0,548,2025-10-07 21:38:31+00:00,0.614,3.0,0.618,3.0
548,2025-10-07 21:38:34+00:00,1.215,2.0,2.137,2.0,549,2025-10-07 21:38:36+00:00,1.562,5.0,42.833,5.0
549,2025-10-07 21:38:39+00:00,1.055,2.0,1.122,2.0,550,2025-10-07 21:38:41+00:00,1.029,5.0,1.088,6.0
550,2025-10-07 21:38:44+00:00,2.246,1.0,17.005,2.0,551,2025-10-07 21:38:46+00:00,1.902,5.0,2.145,5.0
551,2025-10-07 21:38:49+00:00,2.811,1.0,6.206,1.0,552,2025-10-07 21:38:51+00:00,1.371,5.0,35.108,6.0
552,2025-10-07 21:38:54+00:00,0.973,1.0,1.037,1.0,553,2025-10-07 21:38:56+00:00,1.665,5.0,2.056,6.0
553,2025-10-07 21:38:59+00:00,0.78,1.0,0.812,2.0,554,2025-10-07 21:39:01+00:00,0.511,6.0,0.514,6.0
554,2025-10-07 21:39:04+00:00,1.53,2.0,1.948,3.0,555,2025-10-07 21:39:06+00:00,0.501,5.0,0.504,5.0
555,2025-10-07 21:39:09+00:00,1.279,2.0,8.708,3.0,556,2025-10-07 21:39:11+00:00,1.97,5.0,2.365,5.0
556,2025-10-07 21:39:14+00:00,2.055,2.0,2.543,2.0,557,2025-10-07 21:39:16+00:00,1.524,7.0,1.884,7.0
557,2025-10-07 21:39:19+00:00,0.841,2.0,0.877,2.0,558,2025-10-07 21:39:21+00:00,1.971,6.0,2.53,6.0
558,2025-10-07 21:39:24+00:00,1.785,2.0,2.922,2.0,559,2025-10-07 21:39:26+00:00,1.277,7.0,2.066,7.0
559,2025-10-07 21:39:29+00:00,0.344,1.0,0.344,1.0,560,2025-10-07 21:39:31+00:00,2.808,6.0,7.089,6.0
560,2025-10-07 21:39:34+00:00,0.857,1.0,1.068,1.0,561,2025-10-07 21:39:36+00:00,2.188,6.0,5.697,6.0
561,2025-10-07 21:39:39+00:00,2.086,2.0,3.236,2.0,562,2025-10-07 21:39:41+00:00,1.06,7.0,1.271,7.0
562,2025-10-07 21:39:44+00:00,1.244,1.0,4.104,2.0,563,2025-10-07 21:39:46+00:00,2.46,6.0,4.26,6.0
563,2025-10-07 21:39:49+00:00,1.391,1.0,2.329,2.0,564,2025-10-07 21:39:51+00:00,3.001,7.0,12.679,7.0
564,2025-10-07 21:39:54+00:00,1.3,2.0,1.367,2.0,565,2025-10-07 21:39:56+00:00,0.656,6.0,0.685,6.0
565,2025-10-07 21:39:59+00:00,1.904,2.0,2.517,2.0,566,2025-10-07 21:40:01+00:00,0.586,6.0,0.586,6.0
566,2025-10-07 21:40:04+00:00,0.996,1.0,8.284,1.0,567,2025-10-07 21:40:06+00:00,1.391,6.0,1.61,6.0
567,2025-10-07 21:40:09+00:00,1.378,1.0,1.79,1.0,568,2025-10-07 21:40:11+00:00,1.157,5.0,1.373,5.0
568,2025-10-07 21:40:14+00:00,1.443,1.0,1.686,1.0,569,2025-10-07 21:40:16+00:00,1.958,4.0,2.375,5.0
569,2025-10-07 21:40:19+00:00,1.823,1.0,2.249,1.0,570,2025-10-07 21:40:21+00:00,1.72,5.0,4.557,5.0
570,2025-10-07 21:40:24+00:00,0.963,1.0,1.003,1.0,571,2025-10-07 21:40:26+00:00,1.226,4.0,1.443,5.0
571,2025-10-07 21:40:29+00:00,2.34,1.0,6.069,1.0,572,2025-10-07 21:40:31+00:00,0.958,4.0,1.146,5.0
572,2025-10-07 21:40:34+00:00,1.547,1.0,2.446,1.0,573,2025-10-07 21:40:36+00:00,1.73,4.0,2.126,4.0
573,2025-10-07 21:40:39+00:00,1.614,1.0,2.049,1.0,574,2025-10-07 21:40:41+00:00,1.201,4.0,1.389,4.0
574,2025-10-07 21:40:44+00:00,1.608,1.0,2.014,1.0,575,2025-10-07 21:40:46+00:00,1.003,4.0,1.057,4.0
575,2025-10-07 21:40:49+00:00,0.761,1.0,0.792,1.0,576,2025-10-07 21:40:51+00:00,1.634,5.0,1.857,5.0
576,2025-10-07 21:40:54+00:00,0.549,0.0,0.553,0.0,577,2025-10-07 21:40:56+00:00,1.876,5.0,2.891,5.0
577,2025-10-07 21:40:59+00:00,0.481,0.0,0.481,0.0,578,2025-10-07 21:41:01+00:00,1.946,5.0,4.706,5.0
578,2025-10-07 21:41:04+00:00,0.918,0.0,0.956,0.0,579,2025-10-07 21:41:06+00:00,1.926,4.0,2.941,4.0
579,2025-10-07 21:41:09+00:00,0.867,0.0,0.902,0.0,580,2025-10-07 21:41:11+00:00,0.596,6.0,0.596,6.0
580,2025-10-07 21:41:14+00:00,1.295,0.0,4.132,0.0,581,2025-10-07 21:41:16+00:00,1.629,5.0,1.875,5.0
581,2025-10-07 21:41:19+00:00,0.745,1.0,0.776,1.0,582,2025-10-07 21:41:21+00:00,1.777,7.0,2.657,7.0
582,2025-10-07 21:41:24+00:00,1.573,1.0,1.669,1.0,583,2025-10-07 21:41:26+00:00,2.078,7.0,4.787,7.0
583,2025-10-07 21:41:29+00:00,1.094,1.0,1.304,1.0,584,2025-10-07 21:41:31+00:00,1.365,6.0,14.652,7.0
584,2025-10-07 21:41:34+00:00,1.627,1.0,1.752,1.0,585,2025-10-07 21:41:36+00:00,0.871,6.0,0.903,7.0
585,2025-10-07 21:41:39+00:00,1.593,1.0,1.832,1.0,586,2025-10-07 21:41:41+00:00,0.877,6.0,0.909,7.0
586,2025-10-07 21:41:44+00:00,1.624,1.0,4.481,1.0,587,2025-10-07 21:41:46+00:00,0.914,6.0,1.1,6.0
587,2025-10-07 21:41:49+00:00,1.864,0.0,2.303,0.0,588,2025-10-07 21:41:51+00:00,0.715,6.0,0.744,6.0
588,2025-10-07 21:41:54+00:00,1.672,0.0,1.964,0.0,589,2025-10-07 21:41:56+00:00,0.484,6.0,31.01,6.0
589,2025-10-07 21:41:59+00:00,0.375,0.0,0.375,0.0,590,2025-10-07 21:42:01+00:00,1.717,6.0,1.977,6.0
590,2025-10-07 21:42:04+00:00,1.841,0.0,9.822,0.0,591,2025-10-07 21:42:06+00:00,1.253,5.0,1.466,6.0
591,2025-10-07 21:42:09+00:00,1.125,0.0,1.999,0.0,592,2025-10-07 21:42:11+00:00,0.912,5.0,0.945,6.0
592,2025-10-07 21:42:14+00:00,0.404,0.0,0.404,0.0,593,2025-10-07 21:42:16+00:00,0.428,5.0,0.429,6.0
593,2025-10-07 21:42:19+00:00,1.461,0.0,2.368,0.0,594,2025-10-07 21:42:21+00:00,0.382,6.0,0.382,6.0
594,2025-10-07 21:42:24+00:00,1.879,0.0,2.98,0.0,595,2025-10-07 21:42:26+00:00,1.509,6.0,1.894,6.0
595,2025-10-07 21:42:29+00:00,0.464,0.0,0.468,0.0,596,2025-10-07 21:42:31+00:00,1.432,6.0,1.79,6.0
596,2025-10-07 21:42:34+00:00,2.048,0.0,3.168,0.0,597,2025-10-07 21:42:36+00:00,1.325,5.0,1.538,5.0
597,2025-10-07 21:42:39+00:00,1.934,0.0,3.045,0.0,598,2025-10-07 21:42:41+00:00,1.931,5.0,5.254,5.0
598,2025-10-07 21:42:44+00:00,1.006,0.0,1.206,0.0,599,2025-10-07 21:42:46+00:00,2.347,5.0,3.391,5.0
599,2025-10-07 21:42:49+00:00,1.66,1.0,2.721,1.0,600,2025-10-07 21:42:51+00:00,2.097,4.0,4.891,4.0
600,2025-10-07 21:42:54+00:00,0.689,1.0,0.719,2.0,601,2025-10-07 21:42:56+00:00,2.039,5.0,4.809,5.0
601,2025-10-07 21:42:59+00:00,1.774,1.0,2.691,1.0,602,2025-10-07 21:43:01+00:00,1.001,6.0,1.191,6.0
602,2025-10-07 21:43:04+00:00,0.916,1.0,1.113,1.0,603,2025-10-07 21:43:06+00:00,0.958,6.0,1.014,6.0
603,2025-10-07 21:43:09+00:00,0.756,1.0,0.786,2.0,604,2025-10-07 21:43:11+00:00,1.617,5.0,4.211,5.0
604,2025-10-07 21:43:14+00:00,0.666,1.0,0.67,1.0,605,2025-10-07 21:43:16+00:00,2.179,6.0,3.799,6.0
605,2025-10-07 21:43:19+00:00,1.174,1.0,1.402,1.0,606,2025-10-07 21:43:21+00:00,2.229,4.0,5.201,4.0
606,2025-10-07 21:43:24+00:00,1.647,1.0,1.915,1.0,607,2025-10-07 21:43:26+00:00,1.254,4.0,1.467,4.0
607,2025-10-07 21:43:29+00:00,0.759,1.0,0.767,1.0,608,2025-10-07 21:43:31+00:00,0.508,4.0,0.508,4.0
608,2025-10-07 21:43:34+00:00,0.431,1.0,0.431,1.0,609,2025-10-07 21:43:36+00:00,1.605,5.0,1.855,5.0
609,2025-10-07 21:43:39+00:00,0.493,1.0,0.493,1.0,610,2025-10-07 21:43:41+00:00,1.302,5.0,7.925,5.0
610,2025-10-07 21:43:44+00:00,1.341,1.0,2.259,1.0,611,2025-10-07 21:43:46+00:00,1.328,5.0,2.186,5.0
611,2025-10-07 21:43:49+00:00,1.822,0.0,2.955,0.0,612,2025-10-07 21:43:51+00:00,0.649,5.0,0.65,5.0
612,2025-10-07 21:43:54+00:00,1.028,0.0,15.701,0.0,613,2025-10-07 21:43:56+00:00,1.775,5.0,2.178,6.0
613,2025-10-07 21:43:59+00:00,2.688,0.0,11.231,0.0,614,2025-10-07 21:44:01+00:00,1.151,5.0,1.37,6.0
614,2025-10-07 21:44:04+00:00,0.527,0.0,0.528,0.0,615,2025-10-07 21:44:06+00:00,2.088,4.0,3.134,5.0
615,2025-10-07 21:44:09+00:00,0.515,0.0,0.515,0.0,616,2025-10-07 21:44:11+00:00,1.936,5.0,15.058,6.0
616,2025-10-07 21:44:14+00:00,0.98,1.0,1.018,1.0,617,2025-10-07 21:44:16+00:00,1.504,5.0,1.733,6.0
617,2025-10-07 21:44:19+00:00,0.436,1.0,0.436,1.0,618,2025-10-07 21:44:21+00:00,2.869,5.0,4.445,6.0
618,2025-10-07 21:44:24+00:00,0.636,2.0,0.637,2.0,619,2025-10-07 21:44:26+00:00,0.744,5.0,0.774,5.0
619,2025-10-07 21:44:29+00:00,0.683,2.0,0.687,2.0,620,2025-10-07 21:44:31+00:00,1.867,6.0,5.351,6.0
620,2025-10-07 21:44:34+00:00,0.78,2.0,0.814,2.0,621,2025-10-07 21:44:36+00:00,0.691,6.0,0.692,6.0
621,2025-10-07 21:44:39+00:00,1.418,2.0,2.41,2.0,622,2025-10-07 21:44:41+00:00,0.684,6.0,0.692,6.0
622,2025-10-07 21:44:44+00:00,1.834,2.0,2.992,2.0,623,2025-10-07 21:44:46+00:00,2.137,6.0,5.685,6.0
623,2025-10-07 21:44:49+00:00,1.431,2.0,2.393,2.0,624,2025-10-07 21:44:51+00:00,1.631,5.0,2.492,5.0
624,2025-10-07 21:44:54+00:00,0.353,2.0,33.747,2.0,625,2025-10-07 21:44:56+00:00,1.215,5.0,2.017,5.0
625,2025-10-07 21:44:59+00:00,0.573,1.0,0.574,1.0,626,2025-10-07 21:45:01+00:00,0.64,5.0,0.668,5.0
626,2025-10-07 21:45:04+00:00,1.247,1.0,2.159,1.0,627,2025-10-07 21:45:06+00:00,0.795,4.0,0.826,4.0
627,2025-10-07 21:45:09+00:00,2.457,1.0,4.308,1.0,628,2025-10-07 21:45:11+00:00,0.427,4.0,0.428,4.0
628,2025-10-07 21:45:14+00:00,1.135,1.0,1.199,1.0,629,2025-10-07 21:45:16+00:00,1.1,5.0,1.314,5.0
629,2025-10-07 21:45:19+00:00,0.729,0.0,0.762,1.0,630,2025-10-07 21:45:21+00:00,0.549,5.0,0.553,5.0
630,2025-10-07 21:45:24+00:00,0.926,0.0,0.963,0.0,631,2025-10-07 21:45:26+00:00,2.574,4.0,4.44,4.0
631,2025-10-07 21:45:29+00:00,1.139,0.0,1.205,0.0,632,2025-10-07 21:45:31+00:00,0.647,5.0,0.648,5.0
632,2025-10-07 21:45:34+00:00,1.384,0.0,1.457,0.0,633,2025-10-07 21:45:36+00:00,1.335,5.0,1.535,5.0
633,2025-10-07 21:45:39+00:00,1.021,0.0,1.059,0.0,634,2025-10-07 21:45:41+00:00,1.459,4.0,1.553,4.0
634,2025-10-07 21:45:44+00:00,1.385,0.0,1.641,0.0,635,2025-10-07 21:45:46+00:00,3.267,6.0,7.144,6.0
635,2025-10-07 21:45:49+00:00,1.324,0.0,1.576,0.0,636,2025-10-07 21:45:51+00:00,0.911,5.0,0.946,5.0
636,2025-10-07 21:45:54+00:00,0.496,0.0,0.5,0.0,637,2025-10-07 21:45:56+00:00,0.797,6.0,0.83,6.0
637,2025-10-07 21:45:59+00:00,1.381,0.0,1.629,1.0,638,2025-10-07 21:46:01+00:00,1.581,6.0,2.652,6.0
638,2025-10-07 21:46:04+00:00,0.884,0.0,0.921,1.0,639,2025-10-07 21:46:06+00:00,1.719,5.0,2.611,5.0
639,2025-10-07 21:46:09+00:00,0.846,0.0,0.855,1.0,640,2025-10-07 21:46:11+00:00,0.763,5.0,0.771,5.0
640,2025-10-07 21:46:14+00:00,1.077,0.0,1.299,1.0,641,2025-10-07 21:46:16+00:00,1.221,5.0,7.968,5.0
641,2025-10-07 21:46:19+00:00,0.496,0.0,0.496,2.0,642,2025-10-07 21:46:21+00:00,1.395,5.0,8.142,5.0
642,2025-10-07 21:46:24+00:00,1.696,0.0,9.557,2.0,643,2025-10-07 21:46:26+00:00,2.147,4.0,15.744,4.0
643,2025-10-07 21:46:29+00:00,0.549,0.0,0.549,2.0,644,2025-10-07 21:46:31+00:00,2.626,5.0,6.314,5.0
644,2025-10-07 21:46:34+00:00,1.14,0.0,2.087,1.0,645,2025-10-07 21:46:36+00:00,2.798,6.0,10.491,6.0
645,2025-10-07 21:46:39+00:00,0.833,0.0,0.838,1.0,646,2025-10-07 21:46:41+00:00,1.293,5.0,1.486,5.0
646,2025-10-07 21:46:44+00:00,0.7,0.0,0.704,1.0,647,2025-10-07 21:46:46+00:00,0.293,5.0,0.293,5.0
647,2025-10-07 21:46:49+00:00,0.99,0.0,1.027,1.0,648,2025-10-07 21:46:51+00:00,1.364,4.0,1.454,4.0
648,2025-10-07 21:46:54+00:00,0.781,1.0,0.994,1.0,649,2025-10-07 21:46:56+00:00,1.237,4.0,2.046,4.0
649,2025-10-07 21:46:59+00:00,1.531,1.0,2.495,1.0,650,2025-10-07 21:47:01+00:00,1.838,4.0,2.688,4.0
650,2025-10-07 21:47:04+00:00,0.688,0.0,0.696,0.0,651,2025-10-07 21:47:06+00:00,0.941,4.0,1.133,5.0
651,2025-10-07 21:47:09+00:00,1.111,0.0,1.329,0.0,652,2025-10-07 21:47:11+00:00,0.526,4.0,0.529,5.0
652,2025-10-07 21:47:14+00:00,0.872,0.0,1.084,1.0,653,2025-10-07 21:47:16+00:00,1.185,5.0,1.397,6.0
653,2025-10-07 21:47:19+00:00,0.444,0.0,0.444,1.0,654,2025-10-07 21:47:21+00:00,1.203,6.0,1.263,6.0
654,2025-10-07 21:47:24+00:00,0.582,0.0,0.614,1.0,655,2025-10-07 21:47:26+00:00,2.607,5.0,3.237,6.0
655,2025-10-07 21:47:29+00:00,0.836,0.0,0.844,1.0,656,2025-10-07 21:47:31+00:00,1.096,4.0,1.287,4.0
656,2025-10-07 21:47:34+00:00,3.264,0.0,5.483,1.0,657,2025-10-07 21:47:36+00:00,2.43,4.0,3.62,4.0
657,2025-10-07 21:47:39+00:00,0.9,0.0,1.108,1.0,658,2025-10-07 21:47:41+00:00,1.296,4.0,7.887,4.0
658,2025-10-07 21:47:44+00:00,0.553,0.0,0.557,1.0,659,2025-10-07 21:47:46+00:00,0.916,3.0,0.95,3.0
659,2025-10-07 21:47:49+00:00,1.116,0.0,1.156,1.0,660,2025-10-07 21:47:51+00:00,0.589,3.0,0.593,3.0
660,2025-10-07 21:47:54+00:00,1.632,0.0,4.569,2.0,661,2025-10-07 21:47:56+00:00,0.897,3.0,0.954,3.0
661,2025-10-07 21:47:59+00:00,0.679,0.0,0.711,2.0,662,2025-10-07 21:48:01+00:00,0.929,3.0,0.987,3.0
662,2025-10-07 21:48:04+00:00,1.17,1.0,1.381,1.0,663,2025-10-07 21:48:06+00:00,0.856,4.0,0.885,4.0
663,2025-10-07 21:48:09+00:00,1.225,1.0,27.152,1.0,664,2025-10-07 21:48:11+00:00,2.313,5.0,3.561,5.0
664,2025-10-07 21:48:14+00:00,0.932,2.0,0.967,2.0,665,2025-10-07 21:48:16+00:00,1.406,4.0,2.278,4.0
665,2025-10-07 21:48:19+00:00,0.728,2.0,15.036,2.0,666,2025-10-07 21:48:21+00:00,1.24,5.0,1.46,5.0
666,2025-10-07 21:48:24+00:00,0.688,2.0,0.719,2.0,667,2025-10-07 21:48:26+00:00,1.14,5.0,7.781,5.0
667,2025-10-07 21:48:29+00:00,0.681,1.0,0.712,1.0,668,2025-10-07 21:48:31+00:00,1.221,5.0,3.811,5.0
668,2025-10-07 21:48:34+00:00,0.406,1.0,0.406,1.0,669,2025-10-07 21:48:36+00:00,1.457,4.0,1.698,4.0
669,2025-10-07 21:48:39+00:00,0.751,1.0,0.783,1.0,670,2025-10-07 21:48:41+00:00,0.768,3.0,0.8,3.0
670,2025-10-07 21:48:44+00:00,0.448,1.0,0.448,1.0,671,2025-10-07 21:48:46+00:00,0.459,3.0,0.46,3.0
671,2025-10-07 21:48:49+00:00,1.226,1.0,1.457,1.0,672,2025-10-07 21:48:51+00:00,1.825,3.0,2.255,3.0
672,2025-10-07 21:48:54+00:00,1.167,1.0,1.401,1.0,673,2025-10-07 21:48:56+00:00,1.142,4.0,1.196,4.0
673,2025-10-07 21:48:59+00:00,1.693,1.0,2.81,1.0,674,2025-10-07 21:49:01+00:00,1.068,5.0,1.275,5.0
674,2025-10-07 21:49:04+00:00,0.382,1.0,0.382,2.0,675,2025-10-07 21:49:06+00:00,0.506,5.0,0.506,5.0
675,2025-10-07 21:49:09+00:00,1.673,1.0,2.787,1.0,676,2025-10-07 21:49:11+00:00,1.327,6.0,1.543,6.0
676,2025-10-07 21:49:14+00:00,1.084,1.0,1.296,1.0,677,2025-10-07 21:49:16+00:00,1.589,6.0,1.959,6.0
677,2025-10-07 21:49:19+00:00,0.531,1.0,0.535,1.0,678,2025-10-07 21:49:21+00:00,0.558,6.0,0.559,6.0
678,2025-10-07 21:49:24+00:00,1.951,1.0,3.088,1.0,679,2025-10-07 21:49:26+00:00,1.981,6.0,2.999,7.0
679,2025-10-07 21:49:29+00:00,1.346,1.0,1.585,1.0,680,2025-10-07 21:49:31+00:00,0.815,6.0,0.846,7.0
680,2025-10-07 21:49:34+00:00,0.75,0.0,0.957,0.0,681,2025-10-07 21:49:36+00:00,2.024,6.0,3.178,6.0
681,2025-10-07 21:49:39+00:00,1.125,0.0,1.362,0.0,682,2025-10-07 21:49:41+00:00,1.391,6.0,2.224,7.0
682,2025-10-07 21:49:44+00:00,0.611,0.0,0.643,0.0,683,2025-10-07 21:49:46+00:00,0.787,6.0,0.819,7.0
683,2025-10-07 21:49:49+00:00,0.651,0.0,0.655,0.0,684,2025-10-07 21:49:51+00:00,0.405,5.0,0.406,6.0
